,Composition,Space Groups,Replicates,Error Code,Filename,Prototype
1447,LiYGe,['P-62m'],1,3,[['sd_1710227.cif']],[['ZrNiAl']]
1448,HfMoAl,['P63/mmc'],1,3,[['sd_0536171.cif']],[['MgZn2']]
1449,TmPtGe,['Pnma'],1,0,[['sd_0535322.cif']],[['TiNiSi']]
1450,ErIrAl,['Pnma'],1,0,[['sd_1227898.cif']],[['TiNiSi']]
1451,NdPtAl,['Pnma'],1,0,[['sd_1231022.cif']],[['TiNiSi']]
1452,ScAlGe,['Cmcm'],1,0,[['sd_1406402.cif']],[['YAlGe']]
1453,LaBC,['P212121'],1,0,[['sd_1122031.cif']],[['LaBC']]
1454,MnFeIn,['P63/mmc'],2,3,[['sd_0547005.cif']],[['BeZrSi']]
1455,TiRuP,['P-62m'],2,3,[['sd_2041788.cif']],[[None]]
1456,SrPdSi,['P213'],1,0,[['sd_0303597.cif']],[['ZrSO']]
1457,CaNiN,['P42/mmc'],3,0,[['sd_0303583.cif']],[['YCoC']]
1458,NbRhGe,['Pnma'],1,0,[['sd_0536993.cif']],[['TiNiSi']]
1459,TiFeP,"['P-62m', 'Pnma']",2,5,"[['sd_1030889.cif'], ['sd_1006024.cif']]","[['ZrNiAl'], ['TiNiSi']]"
1460,LuPtGa,['Pnma'],1,0,[['sd_0535256.cif']],[['TiNiSi']]
1461,EuPtIn,['Pnma'],1,0,[['sd_1002530.cif']],[['TiNiSi']]
1462,TbPtBi,['F-43m'],1,0,[['sd_1410328.cif']],[['MgAgAs']]
1463,TaPtSi,['Pnma'],2,0,[['sd_1411022.cif']],[['TiNiSi']]
1464,DyPtSi,['Pnma'],1,0,[['sd_0535281.cif']],[['TiNiSi']]
1465,KHgAs,['P63/mmc'],1,3,[['sd_1713869.cif']],[['BeZrSi']]
1466,GdPdGa,['Pnma'],2,0,"[['sd_0535295.cif', 'sd_1411126.cif']]",[['TiNiSi']]
1467,SmIrSb,['Pnma'],1,0,[['sd_1410300.cif']],[['TiNiSi']]
1468,SrAgGe,['C12/m1'],1,3,[['sd_1616252.cif']],[['Sr(Ag0.5Ge0.5)2']]
1469,ThPtIn,['P-62m'],1,3,[['sd_1010478.cif']],[['ZrNiAl']]
1470,HfRhSn,"['P-62c', 'P-62m']",3,5,"[['sd_1253176.cif'], ['sd_1616534.cif', 'sd_0300438.cif']]","[['HfRhSn'], ['HfRhSn']]"
1471,HoRuSi,['Pnma'],1,0,[['sd_1804267.cif']],[['TiNiSi']]
1472,TbRhBi,['P-62m'],2,3,[['sd_1013603.cif']],[['ZrNiAl']]
1473,IrBiSe,['P213'],1,0,[['sd_1006232.cif']],[['NiSbS']]
1474,ZrZnGe,['P-62m'],1,3,[['sd_1818100.cif']],[['ZrNiAl']]
1475,URhGa,['P-62m'],2,3,[['sd_1010487.cif']],[['ZrNiAl']]
1476,DyIrIn,['P-62m'],1,3,[['sd_1121882.cif']],[['ZrNiAl']]
1477,TmNiBi,['F-43m'],1,0,[['sd_1011955.cif']],[['MgAgAs']]
1478,RhGeTe,['Pbca'],1,0,[['sd_1629049.cif']],[['CoSbS']]
1479,HoIrIn,['P-62m'],1,3,[['sd_1121883.cif']],[['ZrNiAl']]
1480,CoGeTe,['Pbca'],2,0,[['sd_1629048.cif']],[['CoSbS']]
1481,LuNiBi,['F-43m'],1,0,[['sd_1011954.cif']],[['MgAgAs']]
1482,IrAsTe,['Pa-3'],1,3,[['sd_1006233.cif']],[['FeS2']]
1483,MnIrSb,['Fm-3m'],1,3,[['sd_0558291.cif']],[['CaF2']]
1484,IrSbS,"['P213', 'Pca21']",2,2,"[['sd_1006227.cif'], ['sd_2100005.cif']]","[['CoAsS'], ['CoAsS']]"
1485,GdRhBi,['P-62m'],2,3,[['sd_1013602.cif']],[['ZrNiAl']]
1486,ErPdP,['Pnma'],1,0,[['sd_1710144.cif']],[['TiNiSi']]
1487,UBN,['Cmcm'],1,0,[['sd_1011773.cif']],[['UBC']]
1488,TmPdAs,['Pnma'],1,0,[['sd_0303794.cif']],[['TiNiSi']]
1489,DyRuSi,['Pnma'],1,0,[['sd_1804266.cif']],[['TiNiSi']]
1490,ZrOsAl,['P63/mmc'],1,3,[['sd_0460726.cif']],[['MgZn2']]
1491,PrNiGa,['Pnma'],1,0,[['sd_1000483.cif']],[['HoNiGa']]
1492,SmPdGa,['Pnma'],1,0,[['sd_0535294.cif']],[['TiNiSi']]
1493,NaBeSb,['P63/mmc'],1,3,[['sd_1713868.cif']],[['BeZrSi']]
1494,LaIrSb,['Pnma'],1,0,[['sd_1410301.cif']],[['TiNiSi']]
1495,TbPtSi,['Pnma'],1,0,[['sd_0535280.cif']],[['TiNiSi']]
1496,TmPtBi,['F-43m'],1,0,[['sd_1410329.cif']],[['MgAgAs']]
1497,YPtGa,['Pnma'],1,0,[['sd_0535257.cif']],[['TiNiSi']]
1498,ThCN,['C12/m1'],1,0,[['sd_1000326.cif']],[['ThCN']]
1499,VFeAs,['P-62m'],1,3,[['sd_0536038.cif']],[['ZrNiAl']]
1500,YbPdBi,['F-43m'],2,0,"[['sd_1013414.cif', 'sd_1215141.cif']]",[['MgAgAs']]
1501,CaPdSi,['P121/c1'],1,0,[['sd_0303596.cif']],[['CaPdSi']]
1502,YPdIn,['P-62m'],1,3,[['sd_0536831.cif']],[['ZrNiAl']]
1503,SrICl,['Pnma'],1,0,[['sd_1502103.cif']],[['BiSCl']]
1504,EuGaSn,['P63/mmc'],1,3,[['sd_1923236.cif']],[['YPtAs']]
1505,HoNiPb,['Pnma'],2,0,"[['sd_1227682.cif', 'sd_1410573.cif']]",[['TiNiSi']]
1506,FeNiIn,['P63/mmc'],2,3,"[['sd_0547004.cif', 'sd_0459314.cif']]",[['BeZrSi']]
1507,TbRhSi,['Pnma'],2,0,[['sd_0459560.cif']],[['TiNiSi']]
1508,CaAuIn,['Pnma'],1,0,[['sd_1702187.cif']],[['TiNiSi']]
1509,YPtGe,['Pnma'],1,0,[['sd_0535323.cif']],[['TiNiSi']]
1510,CaPtAl,['Pnma'],2,0,[['sd_1231023.cif']],[['TiNiSi']]
1511,TmIrAl,['Pnma'],1,0,[['sd_1227899.cif']],[['TiNiSi']]
1512,PrIrSn,['P-62m'],1,3,[['sd_1803657.cif']],[['ZrNiAl']]
1513,SrGaSi,['P6/mmm'],1,3,[['sd_1223427.cif']],[['AlB2']]
1514,PrNiGe,['Pnma'],1,0,[['sd_1005458.cif']],[['TiNiSi']]
1515,ZrVAl,['P63/mmc'],1,3,[['sd_0536170.cif']],[['MgZn2']]
1516,MoNiP,['P-62m'],3,3,[['sd_1614040.cif']],[['ZrNiAl']]
1517,LiYSi,['P-62m'],1,3,[['sd_1710226.cif']],[['ZrNiAl']]
1518,YPdAl,"['P-62m', 'Pnma']",2,5,"[['sd_1819283.cif'], ['sd_0535684.cif']]","[['ZrNiAl'], ['TiNiSi']]"
1519,ScPdGe,['P-62m'],2,3,[['sd_1832887.cif']],[['ZrNiAl']]
1520,TmPtAl,['Pnma'],1,0,[['sd_0535690.cif']],[['TiNiSi']]
1521,MgIrB,['P6222'],1,0,[['sd_1124643.cif']],[['MgRhB']]
1522,BaCdSn,['Imma'],1,3,[['sd_0459004.cif']],[['KHg2']]
1523,ThSiGe,['I41md'],2,0,[['sd_0303151.cif']],[['LaPtSi']]
1524,HoAlGa,['P6/mmm'],1,3,[['sd_1923008.cif']],[['AlB2']]
1525,LiCaGe,['Pnma'],1,0,[['sd_1008395.cif']],[['TiNiSi']]
1526,CePtPb,['P-62m'],1,3,[['sd_1634623.cif']],[['ZrNiAl']]
1527,TmOF,['P121/c1'],1,0,[['sd_1411341.cif']],[['ScOF']]
1528,PrNiSi,['I41md'],1,0,[['sd_0537044.cif']],[['LaPtSi']]
1529,TiOsGe,['Ima2'],1,0,[['sd_0460120.cif']],[['TiFeSi']]
1530,BSBr,['P121/c1'],2,0,"[['sd_1612141.cif', 'sd_1713818.cif']]",[['BSBr-b']]
1531,TiRhGe,['Ima2'],1,0,[['sd_0460122.cif']],[['TiFeSi']]
1532,EuPdGa,['Pnma'],1,0,[['sd_0539043.cif']],[['TiNiSi']]
1533,HoNiSi,['Pnma'],1,0,[['sd_1007701.cif']],[['TiNiSi']]
1534,DyPdGe,['Imma'],1,3,[['sd_0312089.cif']],[['AuYbSn']]
1535,ThCoGe,['P6/mmm'],1,3,[['sd_1907625.cif']],[['AlB2']]
1536,DyPdAl,"['P-62m', 'Pnma']",2,5,"[['sd_1228000.cif'], ['sd_0535687.cif']]","[['ZrNiAl'], ['TiNiSi']]"
1537,YAlSi,['Cmcm'],1,0,[['sd_1120369.cif']],[['YAlGe']]
1538,PrPtPb,['P-62m'],1,3,[['sd_1634621.cif']],[['ZrNiAl']]
1539,NdLiGe,['P-62m'],1,3,[['sd_0540557.cif']],[['ZrNiAl']]
1540,TbPdAl,['Pnma'],1,0,[['sd_0535686.cif']],[['TiNiSi']]
1541,HoPtAl,['Pnma'],1,0,[['sd_0535692.cif']],[['TiNiSi']]
1542,CeAlSi,['I41md'],2,0,[['sd_0555166.cif']],[['LaPtSi']]
1543,ScRuGe,['P-62m'],2,3,"[['sd_1832885.cif', 'sd_0535343.cif']]",[['ZrNiAl']]
1544,CaPdIn,['Pnma'],1,0,[['sd_0459748.cif']],[['TiNiSi']]
1545,VCrSi,['P63/mmc'],1,3,[['sd_0300314.cif']],[['MgZn2']]
1546,TaFeAl,['P63/mmc'],1,3,[['sd_0536172.cif']],[['MgZn2']]
1547,YbRhSb,['Pnma'],1,0,[['sd_1239333.cif']],[['TiNiSi']]
1548,BaPtAs,['P213'],1,0,[['sd_2080128.cif']],[['NiSbS']]
1549,TbIrGe,['Pnma'],2,0,"[['sd_0535309.cif', 'sd_1612445.cif']]",[['TiNiSi']]
1550,HoAlGe,['Cmcm'],1,0,[['sd_1406398.cif']],[['YAlGe']]
1551,LiCaSn,['P3m1'],1,3,[['sd_1703270.cif']],[['LiCaSn']]
1552,LaIrSn,['P-62m'],2,3,[['sd_1803655.cif']],[['ZrNiAl']]
1553,PrPtAl,['Pnma'],1,0,[['sd_1231021.cif']],[['TiNiSi']]
1554,CeNiAs,"['P-6m2', 'P63/mmc']",2,5,"[['sd_1612369.cif'], ['sd_1905245.cif']]","[['YPtAs'], ['YPtAs']]"
1555,NbCrAl,['P63/mmc'],1,3,[['sd_1714718.cif']],[['MgZn2']]
1556,TbNiPb,['Pnma'],2,0,[['sd_1227680.cif']],[['TiNiSi']]
1557,BaIrP,['P213'],1,0,[['sd_1702813.cif']],[['ZrSO']]
1558,YbPdSb,['F-43m'],1,0,[['sd_1215140.cif']],[['MgAgAs']]
1559,LuAlGe,['Cmcm'],1,0,[['sd_1406401.cif']],[['YAlGe']]
1560,YbRhAl,['Pnma'],1,0,[['sd_1903709.cif']],[['TiNiSi']]
1561,ScPtP,['Pnma'],1,0,[['sd_1713659.cif']],[['TiNiSi']]
1562,YPtIn,['P-62m'],2,3,[['sd_1910761.cif']],[['ZrNiAl']]
1563,YbPtGa,['Pnma'],2,0,"[['sd_0535255.cif', 'sd_0560432.cif']]",[['TiNiSi']]
1564,TiRuSb,['F-43m'],1,0,[['sd_1612209.cif']],[['MgAgAs']]
1565,TaReSi,['P-62m'],1,3,[['sd_1007339.cif']],[['ZrNiAl']]
1566,TaRhSi,['Pnma'],1,0,[['sd_1411021.cif']],[['TiNiSi']]
1567,IrPdB,['Fdd2'],1,0,[['sd_1702797.cif']],[['CuIrB']]
1568,PrIrSb,['Pnma'],1,0,[['sd_1410303.cif']],[['TiNiSi']]
1569,TbPdGa,['Pnma'],2,0,"[['sd_0535296.cif', 'sd_1411127.cif']]",[['TiNiSi']]
1570,HoPtSi,['Pnma'],1,0,[['sd_0535282.cif']],[['TiNiSi']]
1571,HfIrAl,['P63/mmc'],1,3,[['sd_0460730.cif']],[['MgZn2']]
1572,NaLiSe,['Pnma'],1,0,[['sd_0539137.cif']],[['TiNiSi']]
1573,YRuSi,['Pnma'],1,0,[['sd_1804264.cif']],[['TiNiSi']]
1574,DyPdAs,['Pnma'],1,0,[['sd_0303796.cif']],[['TiNiSi']]
1575,CoSbSe,['Pnn2'],1,3,[['sd_1006543.cif']],[['FeSb2']]
1576,MnPdTe,['F-43m'],1,0,[['sd_0558293.cif']],[['MgAgAs']]
1577,DyTiSi,['I4/mmm'],1,0,[['sd_1930102.cif']],[['PbClF']]
1578,HfPdGe,['P121/m1'],1,0,[['sd_1216717.cif']],[['HfPdGe']]
1579,TbIrIn,['P-62m'],1,3,[['sd_1121881.cif']],[['ZrNiAl']]
1580,YNiBi,['F-43m'],1,0,[['sd_1011957.cif']],[['MgAgAs']]
1581,GdIrIn,['P-62m'],1,3,[['sd_1121880.cif']],[['ZrNiAl']]
1582,InTeBr,['P121/c1'],1,0,[['sd_1411550.cif']],[['InTeBr']]
1583,LuSF,['P63/mmc'],1,3,[['sd_0307240.cif']],[['YSF']]
1584,CoAsSe,['Pnn2'],1,3,[['sd_1006542.cif']],[['FeS2']]
1585,RhBiTe,['Pa-3'],1,3,[['sd_1006224.cif']],[['FeS2']]
1586,TbRuSi,['Pnma'],1,0,[['sd_1804265.cif']],[['TiNiSi']]
1587,ZrRhAl,['P63/mmc'],1,3,[['sd_0460725.cif']],[['MgZn2']]
1588,TbPdAs,['Pnma'],1,0,[['sd_0303797.cif']],[['TiNiSi']]
1589,RbAuO,['I4/mmm'],1,0,[['sd_1904265.cif']],[['KAgO']]
1590,ErPtSi,['Pnma'],1,0,[['sd_0535283.cif']],[['TiNiSi']]
1591,DySCl,['P121/c1'],1,0,[['sd_1819977.cif']],[['ScOF']]
1592,NbRhSi,['Pnma'],1,0,[['sd_1411020.cif']],[['TiNiSi']]
1593,BaCuSb,['P63/mmc'],1,3,[['sd_0459417.cif']],[['BeZrSi']]
1594,LuIrGe,['Pnma'],2,0,[['sd_1935279.cif']],[['TiNiSi']]
1595,NbReSi,['P-62m'],1,3,[['sd_1007338.cif']],[['ZrNiAl']]
1596,TaCoSb,['F-43m'],1,0,[['sd_1612208.cif']],[['MgAgAs']]
1597,BaSiGe,['P4132'],1,3,[['sd_0538016.cif']],[['SrSi2']]
1598,TmPtGa,['Pnma'],1,0,[['sd_0535254.cif']],[['TiNiSi']]
1599,TaMoN,['P4/nmm'],1,0,[['sd_0303378.cif']],[['NbCrN']]
1600,TmAlGe,['Cmcm'],1,0,[['sd_1406400.cif']],[['YAlGe']]
1601,DyNiPb,['Pnma'],2,0,[['sd_1227681.cif']],[['TiNiSi']]
1602,EuIrP,['P213'],1,0,[['sd_1702812.cif']],[['ZrSO']]
1603,CaCuSb,['P63/mmc'],2,3,[['sd_1006807.cif']],[['BeZrSi']]
1604,KSnAs,['P63mc'],2,3,[['sd_0542631.cif']],[['KSnAs']]
1605,CePtAl,['Pnma'],2,0,[['sd_1231020.cif']],[['TiNiSi']]
1606,HoPtGe,['Pnma'],2,0,[['sd_0535320.cif']],[['TiNiSi']]
1607,GdIrGe,['Pnma'],2,0,"[['sd_0535308.cif', 'sd_1612444.cif']]",[['TiNiSi']]
1608,BaPtP,['P213'],1,0,[['sd_2080129.cif']],[['NiSbS']]
1609,TbRhSb,['Pnma'],1,0,[['sd_1410289.cif']],[['TiNiSi']]
1610,NbCrCo,['P63/mmc'],1,3,[['sd_0536173.cif']],[['MgZn2']]
1611,DyPtAl,['Pnma'],1,0,[['sd_0535693.cif']],[['TiNiSi']]
1612,YZrSb,['I4/mmm'],1,0,[['sd_1615163.cif']],[['UGeTe']]
1613,HoPdGe,['Imma'],3,3,[['sd_0312088.cif']],[['AuYbSn']]
1614,TiRuGe,['Ima2'],1,0,[['sd_0460123.cif']],[['TiFeSi']]
1615,CaAuGa,['Pnma'],1,0,[['sd_1937780.cif']],[['TiNiSi']]
1616,ThGeTe,['I4/mmm'],1,0,[['sd_0462021.cif']],[['UGeTe']]
1617,TlOF,['I-43m'],1,3,[['sd_1401693.cif']],[['Tl(O0.5F0.5)2']]
1618,SrPtSi,['P213'],1,0,[['sd_0303109.cif']],[['ZrSO']]
1619,ThRhSb,['F-43m'],2,0,"[['sd_0300414.cif', 'sd_0537542.cif']]",[['MgAgAs']]
1620,AlSCl,['Pnma'],1,0,[['sd_1833243.cif']],[['BiSCl']]
1621,YbLiBi,['Pnma'],1,0,[['sd_1712870.cif']],[['TiNiSi']]
1622,PrSbSe,['P121/c1'],1,0,[['sd_0543986.cif']],[['CeAsS']]
1623,TiPtSi,['Pnma'],1,0,[['sd_1125934.cif']],[['TiNiSi']]
1624,TaFeSi,['Pnma'],1,0,[['sd_1006121.cif']],[['TiNiSi']]
1625,HfPtGe,['Pnma'],1,0,[['sd_1804160.cif']],[['TiNiSi']]
1626,ZrRhSi,['Pnma'],2,0,[['sd_1829780.cif']],[['TiNiSi']]
1627,CeGaGe,['I41md'],1,0,[['sd_0539233.cif']],[['LaPtSi']]
1628,CaMgPd,['Pnma'],2,0,[['sd_1936139.cif']],[['TiNiSi']]
1629,TaCoB,['Pmmn'],1,0,[['sd_1004939.cif']],[['NbCoB']]
1630,SrCaSi,['Pnma'],1,0,[['sd_1122732.cif']],[['TiNiSi']]
1631,FeGaGe,['Fddd'],1,3,[['sd_0302997.cif']],[['Mg2Cu']]
1632,CrCoAs,['P-62m'],3,3,[['sd_0308510.cif']],[['ZrNiAl']]
1633,YPtP,['P-6m2'],1,3,[['sd_1407023.cif']],[['LiBaSi']]
1634,LaScSb,['I4/mmm'],2,0,[['sd_1141478.cif']],[['UGeTe']]
1635,UPdGa,['P-62m'],2,3,[['sd_0539353.cif']],[['ZrNiAl']]
1636,PtSnTe,['Pca21'],1,0,[['sd_1229032.cif']],[['CoAsS']]
1637,MgNiGe,['Pnma'],1,0,[['sd_1635834.cif']],[['TiNiSi']]
1638,LiVBi,['F-43m'],1,0,[['sd_1421153.cif']],[['MgAgAs']]
1639,FeNiN,['P4/mmm'],2,0,[['sd_1803948.cif']],[['FeNiN']]
1640,ReSeS,['P-1'],1,3,[['sd_1636454.cif']],[['ReS2']]
1641,LiZnSb,['P63mc'],1,3,[['sd_1713824.cif']],[['LiGaGe']]
1642,CaMgPt,['Pnma'],1,0,[['sd_1637986.cif']],[['TiNiSi']]
1643,LaRhGa,['Pnma'],1,0,[['sd_1230991.cif']],[['TiNiSi']]
1644,GdIrGa,['Pnma'],1,0,[['sd_1230985.cif']],[['TiNiSi']]
1645,LaSiI,['P-3m1'],1,3,[['sd_1902101.cif']],[['CeSiI']]
1646,TiNiAs,['Pnma'],1,0,[['sd_1006294.cif']],[['TiNiSi']]
1647,CaHgSn,['P63mc'],1,3,[['sd_1625164.cif']],[['LiGaGe']]
1648,CaZnGe,['P63/mmc'],1,3,[['sd_1625158.cif']],[['BeZrSi']]
1649,CoNiSb,['P63/mmc'],1,3,[['sd_0540444.cif']],[['BeZrSi']]
1650,NbFeAs,['Pnma'],1,0,[['sd_1006295.cif']],[['TiNiSi']]
1651,LuRhGa,['Pnma'],1,0,[['sd_1230984.cif']],[['TiNiSi']]
1652,PdAsS,['P213'],2,0,[['sd_1006242.cif']],[['NiSbS']]
1653,LuMnSi,['Pnma'],2,0,[['sd_1612078.cif']],[['TiNiSi']]
1654,CaMgAu,['Pnma'],1,0,[['sd_1637987.cif']],[['TiNiSi']]
1655,CaMgGe,['Pnma'],2,0,[['sd_0301455.cif']],[['TiNiSi']]
1656,LaPtIn,['P-62m'],2,3,[['sd_0301469.cif']],[['ZrNiAl']]
1657,SrNiGe,['Pnma'],1,0,[['sd_1635835.cif']],[['SnClF']]
1658,LiVSb,['F-43m'],1,0,[['sd_1421152.cif']],[['MgAgAs']]
1659,SrAuCd,['Pnma'],1,0,[['sd_1637978.cif']],[['TiNiSi']]
1660,YCoSn,['Pnma'],2,0,[['sd_0458948.cif']],[['TiNiSi']]
1661,LiIrGa,['P63/mmc'],1,3,[['sd_0459511.cif']],[['BeZrSi']]
1662,YbPtP,['P-6m2'],1,3,[['sd_1407022.cif']],[['LiBaSi']]
1663,PrPtIn,['P-62m'],1,3,[['sd_1614958.cif']],[['ZrNiAl']]
1664,SrCaGe,['Pnma'],1,0,[['sd_1122733.cif']],[['TiNiSi']]
1665,ZrPdSb,['Pnma'],1,0,[['sd_1703565.cif']],[['TiNiSi']]
1666,LuRhSn,['P-62m'],1,3,[['sd_0458828.cif']],[['ZrNiAl']]
1667,NbNiGe,['Pnma'],1,0,[['sd_1006120.cif']],[['TiNiSi']]
1668,LiCaAs,['Pnma'],1,0,[['sd_1712859.cif']],[['TiNiSi']]
1669,CoRhAs,['Pnma'],1,0,[['sd_0302570.cif']],[['TiNiSi']]
1670,CaPtSi,['P213'],1,0,[['sd_0303108.cif']],[['ZrSO']]
1671,ThSiTe,['I4/mmm'],1,0,[['sd_0462020.cif']],[['UGeTe']]
1672,YIrSn,['Pnma'],1,0,[['sd_1141733.cif']],[['TiNiSi']]
1673,ZrVCo,['P63/mmc'],2,3,[['sd_1006450.cif']],[['MgZn2']]
1674,NaAuTe,['P63/mmc'],1,3,[['sd_0303861.cif']],[['BeZrSi']]
1675,YbPtAl,['Pnma'],3,0,"[['sd_1937781.cif', 'sd_0312013.cif']]",[['TiNiSi']]
1676,HfIrSn,['P-62m'],1,3,[['sd_0461501.cif']],[['ZrNiAl']]
1677,TbCoAl,['P63/mmc'],2,3,[['sd_0460609.cif']],[['MgZn2']]
1678,FeAsTe,['P121/c1'],1,0,[['sd_1010218.cif']],[['FeAsS']]
1679,LiCaPb,['P-6m2'],1,3,[['sd_1510004.cif']],[['AgYbPb']]
1680,NiAlSi,['Fm-3m'],1,3,[['sd_0303136.cif']],[['CaF2']]
1681,RbLiO,['Pnma'],1,0,[['sd_1706379.cif']],[['RbLiO']]
1682,TaCoSi,['Pnma'],1,0,[['sd_1006122.cif']],[['TiNiSi']]
1683,UNiAs,['P63/mmc'],1,3,[['sd_1905255.cif']],[['YPtAs']]
1684,URuSb,['P-62m'],1,3,[['sd_0537553.cif']],[['ZrNiAl']]
1685,SrPdAs,['P63/mmc'],1,3,[['sd_1709738.cif']],[['BeZrSi']]
1686,HfNiSb,"['F-43m', 'Pnma']",2,2,"[['sd_1804573.cif'], ['sd_1702137.cif']]","[['MgAgAs'], ['TiNiSi']]"
1687,LiSrSb,['Pnma'],2,0,[['sd_1122731.cif']],[['TiNiSi']]
1688,LiAuAl,['P63/mmc'],1,3,[['sd_0459513.cif']],[['BeZrSi']]
1689,PrPtSb,['P63mc'],1,3,[['sd_1407020.cif']],[['NdPtSb']]
1690,UIrAl,"['P-62m', 'P63/mmc']",3,5,"[['sd_1612320.cif'], ['sd_1009403.cif']]","[['ZrNiAl'], ['MgNi2']]"
1691,NaLiTe,['Pnma'],1,0,[['sd_1710453.cif']],[['TiNiSi']]
1692,VPdAs,['Imm2'],1,3,[['sd_1010185.cif']],[['Cr2P']]
1693,YbPdAl,['Pnma'],2,0,[['sd_1400607.cif']],[['TiNiSi']]
1694,BaZnSi,['P63/mmc'],1,3,[['sd_0458989.cif']],[['BeZrSi']]
1695,TaRhGe,['Pnma'],1,0,[['sd_1930365.cif']],[['TiNiSi']]
1696,SrMgPb,['Pnma'],1,0,[['sd_0301457.cif']],[['TiNiSi']]
1697,TbIrGa,['Pnma'],1,0,[['sd_1230986.cif']],[['TiNiSi']]
1698,SrInGe,['Pnma'],1,0,[['sd_1002998.cif']],[['EuInGe']]
1699,NbRhSn,['F-43m'],1,0,[['sd_1013659.cif']],[['MgAgAs']]
1700,CePdP,['P63/mmc'],1,3,[['sd_1710137.cif']],[['BeZrSi']]
1701,UMnGe,['Pnma'],1,0,[['sd_1232175.cif']],[['TiNiSi']]
1702,CeSiI,['P-3m1'],1,3,[['sd_1902102.cif']],[['CeSiI']]
1703,NbNiAs,['Pnma'],1,0,[['sd_1006297.cif']],[['TiNiSi']]
1704,NbCoAs,['Pnma'],1,0,[['sd_1006296.cif']],[['TiNiSi']]
1705,CeAsSe,['Pnma'],1,0,[['sd_1124962.cif']],[['GdPS']]
1706,SrCuN,['Pnma'],1,0,[['sd_1407380.cif']],[['BaNiN']]
1707,PrSiI,['P-3m1'],1,3,[['sd_1902103.cif']],[['CeSiI']]
1708,HfPdSb,['Pnma'],1,0,[['sd_1904572.cif']],[['TiNiSi']]
1709,PrRhGa,['Pnma'],1,0,[['sd_1230993.cif']],[['TiNiSi']]
1710,DyIrGa,['Pnma'],1,0,[['sd_1230987.cif']],[['TiNiSi']]
1711,NiBiSe,['P213'],1,0,[['sd_1006241.cif']],[['NiSbS']]
1712,TaVCo,['P63/mmc'],1,3,[['sd_1815457.cif']],[['MgZn2']]
1713,SrMgPd,['Pnma'],1,0,[['sd_1637990.cif']],[['TiNiSi']]
1714,BaCdGe,['P63/mmc'],1,3,[['sd_0458988.cif']],[['BeZrSi']]
1715,InTeI,['P121/c1'],1,0,[['sd_1714813.cif']],[['*']]
1716,EuRhIn,['Pnma'],1,0,[['sd_1102594.cif']],[['TiNiSi']]
1717,KNaSe,['Pnma'],1,0,[['sd_1710452.cif']],[['TiNiSi']]
1718,BaNiGe,['Pnma'],1,0,[['sd_1635836.cif']],[['SnClF']]
1719,HoMnGe,['Pnma'],1,3,[['sd_1611758.cif']],[['TiNiSi']]
1720,KAuS,['Cmcm'],2,0,[['sd_0540862.cif']],[['KAuS']]
1721,LiPdAl,['P-6m2'],1,3,[['sd_0459512.cif']],[['LiBaSi']]
1722,SrPdP,['P63/mmc'],1,3,[['sd_1709739.cif']],[['BeZrSi']]
1723,YbNiAs,['P63/mmc'],1,3,[['sd_1905254.cif']],[['YPtAs']]
1724,TaNiSi,['Pnma'],1,0,[['sd_1006123.cif']],[['TiNiSi']]
1725,ScOsGe,['P-62m'],1,3,[['sd_0535345.cif']],[['ZrNiAl']]
1726,ZrPdAs,['Pmmn'],1,0,[['sd_1703566.cif']],[['NbCoB']]
1727,YbLiPb,['P-6m2'],1,3,[['sd_1510005.cif']],[['AgYbPb']]
1728,CaPdBi,['Pnma'],1,0,[['sd_1703012.cif']],[['HoNiGa']]
1729,ZrRhSb,['F-43m'],1,0,[['sd_0300412.cif']],[['MgAgAs']]
1730,MnCoGe,"['P63/mmc', 'Pnma']",2,5,"[['sd_0312017.cif'], ['sd_0312016.cif']]","[['BeZrSi'], ['TiNiSi']]"
1731,CaMgCd,['P63/mmc'],1,3,[['sd_0302577.cif']],[['MgZn2']]
1732,LaRhIn,['P-62m'],2,3,[['sd_0557705.cif']],[['ZrNiAl']]
1733,PtPbTe,['Pa-3'],1,3,[['sd_0536660.cif']],[['FeS2']]
1734,LiPdIn,['P63/mmc'],1,3,[['sd_0459516.cif']],[['BeZrSi']]
1735,GdPtP,['P-6m2'],1,3,[['sd_1407025.cif']],[['LiBaSi']]
1736,SrCaSn,['Pnma'],1,0,[['sd_1122734.cif']],[['TiNiSi']]
1737,NdNiPb,['Pnma'],1,0,[['sd_1410571.cif']],[['TiNiSi']]
1738,BaAuSn,['Imma'],1,3,[['sd_1906163.cif']],[['KHg2']]
1739,SmAsTe,['Pnma'],1,0,[['sd_1904576.cif']],[['TiNiSi']]
1740,TiTaCo,['P63/mmc'],1,3,[['sd_1815453.cif']],[['MgZn2']]
1741,CaPtSn,['Pnma'],2,0,"[['sd_0537634.cif', 'sd_1906160.cif']]",[['TiNiSi']]
1742,NdIrGa,['Pnma'],1,0,[['sd_1230983.cif']],[['TiNiSi']]
1743,PtBiSe,['P213'],1,0,[['sd_1006251.cif']],[['NiSbS']]
1744,TmRhGa,['Pnma'],1,0,[['sd_1230997.cif']],[['TiNiSi']]
1745,NdCuPb,['P63/mmc'],1,3,[['sd_1802885.cif']],[['CaIn2']]
1746,TiIrSn,['Fm-3m'],1,0,[['sd_0461499.cif']],[['Cu2MnAl']]
