,Composition,Space Groups,Replicates,Error Code,Filename,Prototype
871,PrNiBi,['F-43m'],1,0,[['sd_1410319.cif']],[['MgAgAs']]
872,KHgSb,['P63/mmc'],1,3,[['sd_1713870.cif']],[['BeZrSi']]
873,CaCuP,['P63/mmc'],2,3,[['sd_1713864.cif']],[['BeZrSi']]
874,SrAuSb,['P63/mmc'],1,3,[['sd_0459424.cif']],[['BeZrSi']]
875,YSeF,['Pnma'],1,0,[['sd_0549623.cif']],[['YSeF']]
876,DyZrSb,['I4/mmm'],2,0,[['sd_1921559.cif']],[['UGeTe']]
877,YPtBi,['F-43m'],1,0,[['sd_1410325.cif']],[['MgAgAs']]
878,ZrPtSi,['Pnma'],2,0,[['sd_0300736.cif']],[['TiNiSi']]
879,SmPtSi,['I41md'],3,0,[['sd_0309712.cif']],[['LaPtSi']]
880,NdAsSe,['P121/c1'],1,0,[['sd_1625454.cif']],[['CeAsS']]
881,HfOsAs,['P-62m'],2,3,[['sd_2041801.cif']],[['ZrNiAl']]
882,BaCuBi,['P63/mmc'],1,3,[['sd_0459418.cif']],[['BeZrSi']]
883,ZrFeSb,['Pnma'],1,0,[['sd_1233980.cif']],[['TiNiSi']]
884,TaFeP,['Pnma'],2,0,[['sd_1006029.cif']],[['TiNiSi']]
885,LiZnAs,"['F-43m', 'Fm-3m']",5,5,"[['sd_1833944.cif', 'sd_1014423.cif'], ['sd_0560500.cif']]","[['MgAgAs'], ['CaF2']]"
886,GdNiAl,"['P-62m', 'P63/mmc']",9,5,"[['sd_1011555.cif'], ['sd_0535455.cif']]","[['ZrNiAl'], ['MgZn2']]"
887,NbCoSb,['F-43m'],4,0,[['sd_1612207.cif']],[['MgAgAs']]
888,HfReSi,['P-62m'],2,3,[['sd_1007337.cif']],[['ZrNiAl']]
889,TaRuSb,['F-43m'],1,0,[['sd_1612213.cif']],[['MgAgAs']]
890,InSeCl,['R-3m'],2,3,[['sd_1704465.cif']],[['CdCl2']]
891,VNiAs,['Pnma'],2,0,[['sd_0536034.cif']],[['TiNiSi']]
892,NaTlO,['P63/mmc'],1,3,[['sd_2110333.cif']],[['(Na0.5Tl0.5)2O']]
893,YRhGe,['Pnma'],1,0,[['sd_0535273.cif']],[['TiNiSi']]
894,NdRhGe,['Pnma'],1,0,[['sd_0535267.cif']],[['TiNiSi']]
895,ErPdSb,['F-43m'],2,0,[['sd_0537316.cif']],[['MgAgAs']]
896,TmPdSn,"['P-62m', 'Pnma']",4,5,"[['sd_1227705.cif'], ['sd_0559171.cif']]","[['ZrNiAl'], ['TiNiSi']]"
897,TiNCl,['Pmmn'],2,0,[['sd_1704459.cif']],[[None]]
898,NbIrGe,['Pnma'],1,0,[['sd_1415315.cif']],[['TiNiSi']]
899,DyOF,"['Fm-3m', 'R-3m']",3,5,"[['sd_1227790.cif'], ['sd_1634377.cif']]","[['CaF2'], ['YOF']]"
900,SmNiSb,"['P6/mmm', 'P63/mmc']",2,5,"[['sd_1405655.cif'], ['sd_1011384.cif']]","[['BeZrSi'], ['BeZrSi']]"
901,HfNiAl,['P-62m'],3,3,[['sd_0536829.cif']],[['ZrNiAl']]
902,ErNiGe,['Pnma'],3,0,[['sd_0459550.cif']],[['TiNiSi']]
903,TiOsP,['P-62m'],1,3,[['sd_2041791.cif']],[['ZrNiAl']]
904,NdRhAl,['Pnma'],2,0,[['sd_1605800.cif']],[['TiNiSi']]
905,ZrPtGa,['P-62c'],1,3,[['sd_1415301.cif']],[['HfRhSn']]
906,YPdPb,['P-62m'],2,3,[['sd_1022982.cif']],[['ZrNiAl']]
907,TiFeGe,['Ima2'],4,0,[['sd_1503211.cif']],[['TiFeSi']]
908,LiBaSi,['P-6m2'],1,3,[['sd_1703295.cif']],[['LiBaSi']]
909,SrIrP,['P213'],1,0,[['sd_1709974.cif']],[['ZrSO']]
910,HoIrSn,['P-62m'],2,3,[['sd_0458841.cif']],[['ZrNiAl']]
911,NbFeB,['P-62m'],3,3,[['sd_1606312.cif']],[['ZrNiAl']]
912,ZrCoAs,['Pnma'],1,0,[['sd_1702160.cif']],[['HoNiGa']]
913,TbIrAl,['Pnma'],1,0,[['sd_1227895.cif']],[['TiNiSi']]
914,BaAlSi,"['P-6m2', 'P6/mmm']",6,5,"[['sd_1626954.cif'], ['sd_1223423.cif']]","[['AlB2'], ['AlB2']]"
915,NbFeGe,['Ima2'],2,0,[['sd_1010065.cif']],[[None]]
916,TbAlGe,['Cmcm'],3,0,[['sd_1406396.cif']],[['YAlGe']]
917,SmIrGe,['Pnma'],1,0,[['sd_0535307.cif']],[['TiNiSi']]
918,TmIrGe,['Pnma'],1,0,[['sd_0535313.cif']],[['TiNiSi']]
919,EuPdIn,['Pnma'],2,0,"[['sd_0459746.cif', 'sd_1905353.cif']]",[['TiNiSi']]
920,FeOF,['P42/mnm'],6,3,[['sd_0307307.cif']],[['TiO2']]
921,SmCoGa,['Pnma'],3,0,"[['sd_1214046.cif', 'sd_1007319.cif']]",[['HoNiGa']]
922,ErPdAl,"['P-62m', 'Pnma']",2,5,"[['sd_1231017.cif'], ['sd_0535688.cif']]","[['ZrNiAl'], ['TiNiSi']]"
923,LiZnGe,['P-6m2'],2,3,"[['sd_1720100.cif', 'sd_1908603.cif']]",[['AgYbPb']]
924,ZrVP,['Pnma'],1,0,[['sd_0302531.cif']],[['TiNiSi']]
925,HoLiGe,['P-62m'],1,3,[['sd_0540559.cif']],[['ZrNiAl']]
926,VOF,['P42/mnm'],2,3,[['sd_0307449.cif']],[['TiO2']]
927,TmAlSi,['Cmcm'],1,0,[['sd_1120373.cif']],[['YAlGe']]
928,PbBrCl,['Pnma'],3,0,"[['sd_1928623.cif', 'sd_1401556.cif']]",[['BiSeCl']]
929,PrRuSn,['Pnma'],1,0,[['sd_1926168.cif']],[['TiNiSi']]
930,ZrCoGa,['P-62m'],1,3,[['sd_0300440.cif']],[['ZrNiAl']]
931,TmAlGa,"['Imma', 'P6/mmm']",2,5,"[['sd_0302316.cif'], ['sd_1923010.cif']]","[['KHg2'], ['AlB2']]"
932,SmAlGa,['P6/mmm'],2,3,[['sd_1923004.cif']],[['AlB2']]
933,ScFeSi,['Pnma'],2,0,[['sd_0539703.cif']],[['TiNiSi']]
934,CaGaSn,['P63/mmc'],1,3,[['sd_0462061.cif']],[['YPtAs']]
935,LiNiN,['P-6m2'],3,3,[['sd_1904478.cif']],[['LiNiN']]
936,PrPdGe,"['Imma', 'Pnma']",3,5,"[['sd_0312093.cif'], ['sd_1000900.cif']]","[['AuYbGe'], ['AuYbGe']]"
937,TaOsB,['Pbam'],1,0,[['sd_1945424.cif']],[['TaRuB']]
938,LaScSi,['I4/mmm'],4,0,"[['sd_1818045.cif', 'sd_1006018.cif']]",[['UGeTe']]
939,CePtSi,['I41md'],5,0,[['sd_0560666.cif']],[['LaPtSi']]
940,HfRuGe,['P-62m'],1,3,[['sd_0460114.cif']],[['ZrNiAl']]
941,GdPdIn,['P-62m'],3,3,[['sd_0460672.cif']],[['ZrNiAl']]
942,ErZrSb,['I4/mmm'],1,0,[['sd_1615168.cif']],[['UGeTe']]
943,TbRuGe,['Pnma'],2,0,"[['sd_1611326.cif', 'sd_1612697.cif']]",[['TiNiSi']]
944,EuPdSb,['Pnma'],2,0,"[['sd_1718316.cif', 'sd_0537319.cif']]",[['TiNiSi']]
945,NiAsSe,"['P213', 'Pa-3']",4,5,"[['sd_1504112.cif'], ['sd_1006401.cif']]","[['NiSbS'], ['NiSbS']]"
946,DyFeNi,['P63/mmc'],1,3,[['sd_0460869.cif']],[['MgNi2']]
947,TmPdAl,['Pnma'],1,0,[['sd_0535698.cif']],[['TiNiSi']]
948,PtBiSb,['Pa-3'],2,3,[['sd_1009915.cif']],[['FeS2']]
949,ScNiGa,['Imma'],1,3,[['sd_1923000.cif']],[['KHg2']]
950,PrIrAl,['Pnma'],2,0,[['sd_1227891.cif']],[['TiNiSi']]
951,HfFeAs,['Pnma'],1,0,[['sd_1702164.cif']],[['HoNiGa']]
952,TbRhSn,['P-62m'],1,3,[['sd_0458851.cif']],[['ZrNiAl']]
953,ErRhSn,['P-62m'],2,3,[['sd_1004982.cif']],[['ZrNiAl']]
954,HoNiAs,"['P-6m2', 'P63/mmc']",2,5,"[['sd_1612377.cif'], ['sd_1905251.cif']]","[['YPtAs'], ['YPtAs']]"
955,URuSi,['Imma'],1,3,[['sd_0312295.cif']],[['KHg2']]
956,ScOF,"['Fm-3m', 'P121/c1']",5,5,"[['sd_0544972.cif'], ['sd_1605145.cif', 'sd_1605144.cif', 'sd_1605146.cif', 'sd_1503635.cif']]","[['CaF2'], ['ScOF']]"
957,NbCrNi,['P63/mmc'],1,3,[['sd_0536178.cif']],[['MgZn2']]
958,GdPtGe,['Pnma'],1,0,[['sd_0535317.cif']],[['TiNiSi']]
959,SmRhGe,['Pnma'],3,0,[['sd_0535303.cif']],[['TiNiSi']]
960,DyRhSb,['Pnma'],1,0,[['sd_1410296.cif']],[['TiNiSi']]
961,NdPdPb,['P-62m'],1,3,[['sd_1022986.cif']],[['ZrNiAl']]
962,TbNiIn,['P-62m'],3,3,[['sd_1231956.cif']],[['ZrNiAl']]
963,ZrRuAs,['P-62m'],3,3,[['sd_2041795.cif']],[['ZrNiAl']]
964,KZnSb,"['P-6m2', 'P63/mmc']",2,5,"[['sd_1713900.cif'], ['sd_1713875.cif']]","[['LiBaSi'], ['BeZrSi']]"
965,EuOF,"['Fm-3m', 'R-3m']",5,5,"[['sd_1821591.cif'], ['sd_1634373.cif', 'sd_1821588.cif']]","[['CaF2'], ['YOF']]"
966,ErPdPb,['P-62m'],2,3,[['sd_1022992.cif']],[['ZrNiAl']]
967,MgYPd,['P-62m'],1,3,[['sd_1211304.cif']],[['ZrNiAl']]
968,CaPtIn,['Pnma'],1,0,[['sd_1707785.cif']],[['TiNiSi']]
969,TmPdIn,['P-62m'],1,3,[['sd_0536811.cif']],[['ZrNiAl']]
970,TiPtAl,['P63/mmc'],2,3,"[['sd_1628766.cif', 'sd_1628765.cif']]",[['BeZrSi']]
971,LaPdIn,['P-62m'],3,3,[['sd_1217761.cif']],[['ZrNiAl']]
972,DyPdPb,['P-62m'],2,3,[['sd_1211310.cif']],[['ZrNiAl']]
973,NbFeSb,['F-43m'],2,0,[['sd_1612217.cif']],[['MgAgAs']]
974,OsSbTe,['P121/c1'],1,0,[['sd_0302864.cif']],[['FeAsS']]
975,TmCoSn,['Pnma'],2,0,[['sd_0458931.cif']],[['TiNiSi']]
976,TbPdSn,['Pnma'],3,0,"[['sd_1227701.cif', 'sd_0535710.cif', 'sd_0559167.cif']]",[['TiNiSi']]
977,AuTlSb,['Pna21'],1,0,[['sd_1521881.cif']],[['AuTlSb']]
978,LuPtSi,['Pnma'],1,0,[['sd_0535263.cif']],[['TiNiSi']]
979,NdIrSi,['P213'],2,0,"[['sd_1320708.cif', 'sd_0548998.cif']]",[['ZrSO']]
980,BiSeI,['Pnma'],6,0,[['sd_0552561.cif']],[['BiSCl']]
981,ErIrSb,['Pnma'],1,0,[['sd_1410309.cif']],[['TiNiSi']]
982,SrCuP,['P63/mmc'],1,3,[['sd_1713860.cif']],[['BeZrSi']]
983,BaAgBi,['P63/mmc'],2,3,[['sd_0459420.cif']],[['BeZrSi']]
984,YbGaGe,['P63/mmc'],2,3,[['sd_1832253.cif']],[['YPtAs']]
985,GdNiP,['P63/mmc'],1,3,[['sd_0544465.cif']],[['YPtAs']]
986,KZnP,['P63/mmc'],1,3,[['sd_1713874.cif']],[['BeZrSi']]
987,TbPtGa,['Pnma'],1,0,[['sd_0535288.cif']],[['TiNiSi']]
988,SmPdBi,['F-43m'],1,0,[['sd_1410335.cif']],[['MgAgAs']]
989,TbNiP,['P63/mmc'],1,3,[['sd_0544459.cif']],[['YPtAs']]
990,ErPS,['Pnma'],1,0,[['sd_0536971.cif']],[['GdPS']]
991,LiSrBi,['Pnma'],2,0,[['sd_1714699.cif']],[['TiNiSi']]
992,SmNiBi,['F-43m'],1,0,[['sd_1410321.cif']],[['MgAgAs']]
993,DyNiGe,['Pnma'],4,0,[['sd_1008941.cif']],[['TiNiSi']]
994,YbPdSi,['Pnma'],1,0,[['sd_1008216.cif']],[['YPdSi']]
995,URhIn,['P-62m'],2,3,[['sd_0538579.cif']],[['ZrNiAl']]
996,NdSBr,['P121/c1'],1,0,[['sd_1900752.cif']],[['NdSBr']]
997,BaAgPb,['Imma'],1,3,[['sd_1616267.cif']],[['KHg2']]
998,NdPdAs,['P63/mmc'],1,3,[['sd_0303788.cif']],[['BeZrSi']]
999,ThCoAl,['P-62m'],1,3,[['sd_1010465.cif']],[['ZrNiAl']]
1000,WCoB,['Pnma'],4,0,[['sd_1009646.cif']],[['TiNiSi']]
1001,TiNiP,['Pnma'],1,0,[['sd_1011009.cif']],[['TiNiSi']]
1002,ThCoGa,['P-62m'],1,3,[['sd_1010471.cif']],[['ZrNiAl']]
1003,LiMgBi,['F-43m'],1,0,[['sd_0540401.cif']],[['MgAgAs']]
1004,HoSBr,['Pmmn'],1,0,[['sd_0307277.cif']],[['FeClO']]
1005,ErPtSb,['F-43m'],1,0,[['sd_1011948.cif']],[['MgAgAs']]
1006,ErPtBi,['F-43m'],1,0,[['sd_1011960.cif']],[['MgAgAs']]
1007,PbICl,['Pnma'],2,0,"[['sd_2120021.cif', 'sd_1401557.cif']]",[['BiSCl']]
1008,YAgGe,['P-62m'],1,3,[['sd_1120202.cif']],[['ZrNiAl']]
1009,SrAuIn,['Pnma'],1,0,[['sd_1623236.cif']],[['TiNiSi']]
1010,DyPtBi,['F-43m'],1,0,[['sd_1011961.cif']],[['MgAgAs']]
1011,NbFeGa,['P63/mmc'],1,3,[['sd_1007865.cif']],[['MgZn2']]
1012,PrAlGe,"['I41/amd', 'I41md']",3,5,"[['sd_1932736.cif'], ['sd_1406405.cif', 'sd_1804605.cif']]","[['LaPtSi'], ['LaPtSi']]"
1013,HoPtSb,['F-43m'],1,0,[['sd_1011949.cif']],[['MgAgAs']]
1014,MgAgAs,['F-43m'],2,0,"[['sd_0540400.cif', 'sd_0302563.cif']]",[['MgAgAs']]
1015,ErSBr,['Pmmn'],1,0,[['sd_0307276.cif']],[['FeClO']]
1016,ThPtAl,['P-62m'],1,3,[['sd_1010470.cif']],[['ZrNiAl']]
1017,HoNiGa,['Pnma'],3,0,[['sd_1233577.cif']],[['HoNiGa']]
1018,CaPdAl,['Pbcm'],1,0,[['sd_1406797.cif']],[['CaPdAl']]
1019,HfMnP,['Pnma'],1,0,[['sd_1612996.cif']],[['TiNiSi']]
1020,LaSCl,"['Pbca', 'Pbcm']",2,2,"[['sd_0308314.cif'], ['sd_1702207.cif']]","[['LaSCl'], ['LaSCl']]"
1021,SrAgPb,['Imma'],1,3,[['sd_1616266.cif']],[['KHg2']]
1022,UPtIn,['P-62m'],4,3,[['sd_0538578.cif']],[['ZrNiAl']]
1023,NdNiBi,['F-43m'],1,0,[['sd_1410320.cif']],[['MgAgAs']]
1024,LiCaBi,['Pnma'],2,0,[['sd_1714698.cif']],[['TiNiSi']]
1025,PrPdBi,['F-43m'],1,0,[['sd_1410334.cif']],[['MgAgAs']]
1026,YbAlGa,['P63/mmc'],2,3,[['sd_0302130.cif']],[['CaIn2']]
1027,DyPS,['Pnma'],1,0,[['sd_0536970.cif']],[['GdPS']]
1028,DyPtGa,['Pnma'],1,0,[['sd_0535289.cif']],[['TiNiSi']]
1029,LaNiP,['P63/mmc'],1,3,[['sd_0544470.cif']],[['YPtAs']]
1030,CaAgSb,['Pnma'],1,0,[['sd_0459435.cif']],[['TiNiSi']]
1031,PrPdIn,['P-62m'],3,3,[['sd_1722316.cif']],[['ZrNiAl']]
1032,HoIrSb,['Pnma'],1,0,[['sd_1410308.cif']],[['TiNiSi']]
1033,DyNiP,['P63/mmc'],1,3,[['sd_0544464.cif']],[['YPtAs']]
1034,BaAuSb,['P63/mmc'],2,3,[['sd_0459421.cif']],[['BeZrSi']]
1035,SrCuAs,['P63/mmc'],1,3,[['sd_1713861.cif']],[['BeZrSi']]
1036,YCBr,['C12/m1'],4,3,[['sd_1708514.cif']],[['GdCBr-b']]
1037,ZrRhP,['Pnma'],3,0,[['sd_0538752.cif']],[['TiNiSi']]
1038,GdIrSi,['Pnma'],1,0,[['sd_0535276.cif']],[['TiNiSi']]
1039,LiBeN,['P121/c1'],1,0,[['sd_1002504.cif']],[['LiBeN']]
1040,TmPtSi,['Pnma'],1,0,[['sd_0535262.cif']],[['TiNiSi']]
1041,EuPtGe,['P213'],2,0,[['sd_1905373.cif']],[['ZrSO']]
1042,LuCoSn,['Pnma'],2,0,[['sd_0458930.cif']],[['TiNiSi']]
1043,WAlB,['Cmcm'],1,0,[['sd_1643059.cif']],[['MoAlB']]
1044,VCoSb,['F-43m'],1,0,[['sd_1612216.cif']],[['MgAgAs']]
1045,ErPdIn,['P-62m'],4,3,[['sd_0536810.cif']],[['ZrNiAl']]
1046,CaPtGa,['Pnma'],1,0,[['sd_1707784.cif']],[['TiNiSi']]
1047,CeIrP,['I41md'],1,0,[['sd_1709971.cif']],[['LaPtSi']]
1048,DyMnSi,['Pnma'],4,0,[['sd_1023455.cif']],[['TiNiSi']]
1049,TmPdPb,['P-62m'],1,3,[['sd_1022993.cif']],[['ZrNiAl']]
1050,TbPtIn,['P-62m'],2,3,[['sd_1415310.cif']],[['ZrNiAl']]
1051,CeNiSb,"['P6/mmm', 'P63/mmc']",4,5,"[['sd_1405653.cif'], ['sd_1011381.cif', 'sd_1604451.cif']]","[['BeZrSi'], ['BeZrSi']]"
1052,SmPdPb,['P-62m'],2,3,[['sd_1022987.cif']],[['ZrNiAl']]
1053,TiRuAs,['Ima2'],1,0,[['sd_2041794.cif']],[[None]]
1054,ZrPtAl,['P-62c'],1,3,[['sd_1216330.cif']],[['HfRhSn']]
1055,ErRhGa,['Pnma'],1,0,[['sd_0535302.cif']],[['TiNiSi']]
1056,HoRhSb,['Pnma'],1,0,[['sd_1410297.cif']],[['TiNiSi']]
1057,SrAlSi,"['P-6m2', 'P6/mmm']",6,5,"[['sd_1626951.cif'], ['sd_1223422.cif']]","[['LiBaSi'], ['LiBaSi']]"
1058,NbCrGa,['P63/mmc'],1,3,[['sd_0536179.cif']],[['MgZn2']]
1059,NdPdAl,['P-62m'],1,3,[['sd_1231016.cif']],[['ZrNiAl']]
1060,UNiGa,['P-62m'],2,3,[['sd_1010074.cif']],[['ZrNiAl']]
1061,URuGe,['Imma'],1,3,[['sd_0312294.cif']],[['KHg2']]
1062,HfCoAs,['Pnma'],1,0,[['sd_1702159.cif']],[['HoNiGa']]
1063,DyNiAs,"['P-6m2', 'P63/mmc']",2,5,"[['sd_1612376.cif'], ['sd_1905250.cif']]","[['LiBaSi'], ['YPtAs']]"
1064,ZrNiP,['P63/mmc'],2,3,"[['sd_1709024.cif', 'sd_0546493.cif']]",[['BeZrSi']]
1065,DyRhSn,['P-62m'],1,3,[['sd_0458850.cif']],[['ZrNiAl']]
1066,TbPtAl,['Pnma'],1,0,[['sd_0535699.cif']],[['TiNiSi']]
1067,SrZnSi,['P63/mmc'],1,3,[['sd_0302291.cif']],[['BeZrSi']]
1068,EuPtSb,['Pnma'],2,0,"[['sd_1718317.cif', 'sd_0540590.cif']]",[['TiNiSi']]
1069,HfSO,['P213'],1,0,[['sd_1402485.cif']],[['ZrSO']]
1070,TiIrGe,"['Ima2', 'Pnma']",2,2,"[['sd_0460121.cif'], ['sd_0460115.cif']]","[['TiFeSi'], ['TiNiSi']]"
1071,NdPtSi,['I41md'],2,0,[['sd_0560667.cif']],[['LaPtSi']]
1072,TmZrSb,['I4/mmm'],1,0,[['sd_1615169.cif']],[['UGeTe']]
1073,TiIrSi,['Pnma'],1,0,[['sd_0537729.cif']],[['TiNiSi']]
1074,LuRuSi,['Pnma'],1,0,[['sd_1612176.cif']],[['TiNiSi']]
1075,LuPtGe,['Pnma'],1,0,[['sd_1716310.cif']],[['TiNiSi']]
1076,HfIrGe,['Pnma'],1,0,[['sd_0460117.cif']],[['TiNiSi']]
1077,GdRuGe,['Pnma'],3,0,"[['sd_1611325.cif', 'sd_1612696.cif']]",[['HoNiGa']]
1078,LiAgO,['I4/mmm'],1,0,[['sd_1705436.cif']],[['KAgO']]
1079,MgAuGa,['P-62m'],1,3,[['sd_1141749.cif']],[['ZrNiAl']]
1080,LaPdSn,['Pnma'],2,0,"[['sd_1932873.cif', 'sd_1718785.cif']]",[['TiNiSi']]
1081,NbOsB,['Pbam'],1,0,[['sd_1945423.cif']],[['TaRuB']]
1082,ZrNbSi,['P63/mmc'],1,3,[['sd_0300309.cif']],[['MgZn2']]
1083,LuAlSi,['Cmcm'],2,0,[['sd_1120374.cif']],[['YAlGe']]
1084,LuPdSb,['F-43m'],1,0,[['sd_1239845.cif']],[['MgAgAs']]
1085,AcOF,['Fm-3m'],2,3,[['sd_1502336.cif']],[['CaF2']]
1086,TaCoSn,['F-43m'],1,0,[['sd_1938345.cif']],[['MgAgAs']]
1087,LiBaSb,['P63/mmc'],1,3,[['sd_1200008.cif']],[['BeZrSi']]
1088,PrPtGe,['Imma'],1,3,[['sd_0535328.cif']],[['YPdSi']]
1089,NdIrAl,['Pnma'],2,0,[['sd_1227892.cif']],[['TiNiSi']]
1090,LuPtSb,['F-43m'],3,0,"[['sd_1240809.cif', 'sd_1011945.cif', 'sd_1940355.cif']]",[['MgAgAs']]
1091,GdRhSb,['Pnma'],1,0,[['sd_1410295.cif']],[['TiNiSi']]
1092,YRhGa,['Pnma'],1,0,[['sd_0535300.cif']],[['TiNiSi']]
1093,NbSnSb,['I4/mcm'],2,3,[['sd_1500086.cif']],[['CuAl2']]
1094,SrPtSb,['P-6m2'],1,3,[['sd_2080135.cif']],[['LiBaSi']]
1095,YIrGe,['Pnma'],2,0,[['sd_0535314.cif']],[['TiNiSi']]
1096,GdIrSn,['P-62m'],1,3,[['sd_1803660.cif']],[['ZrNiAl']]
1097,URuGa,['P-62m'],3,3,[['sd_1010076.cif']],[['ZrNiAl']]
1098,NdNiSb,"['P6/mmm', 'P63/mmc']",3,5,"[['sd_1405652.cif'], ['sd_1011383.cif']]","[['BeZrSi'], ['BeZrSi']]"
1099,HoPdPb,['P-62m'],1,3,[['sd_1022991.cif']],[['ZrNiAl']]
1100,EuAlGe,['I41md'],1,0,[['sd_1406408.cif']],[['LaPtSi']]
1101,LaSbTe,['Pnma'],1,0,[['sd_1010923.cif']],[['LaSbTe']]
1102,HfPtGa,['P-62c'],1,3,[['sd_1216332.cif']],[['HfRhSn']]
1103,PrPdPb,['P-62m'],2,3,[['sd_1022985.cif']],[['ZrNiAl']]
1104,ScPdSb,['F-43m'],1,0,[['sd_1711696.cif']],[['MgAgAs']]
1105,CaPdPb,"['P-62m', 'Pnma']",2,5,"[['sd_1211313.cif'], ['sd_0537637.cif']]","[['ZrNiAl'], ['TiNiSi']]"
1106,ErAlGe,['Cmcm'],2,0,[['sd_1930269.cif']],[['YAlGe']]
1107,NdIrP,['I41md'],1,0,[['sd_1709973.cif']],[['LaPtSi']]
1108,AgCdSb,['F-43m'],1,0,[['sd_0539472.cif']],[['MgAgAs']]
1109,YPdGa,['Pnma'],2,0,[['sd_0535248.cif']],[['TiNiSi']]
1110,NbRhSb,['F-43m'],1,0,[['sd_1612214.cif']],[['MgAgAs']]
1111,TiMnGe,['Ima2'],1,0,[['sd_0536033.cif']],[['TiFeSi']]
1112,ScRhGe,"['P-62m', 'Pnma']",3,5,"[['sd_0535344.cif'], ['sd_0535274.cif']]","[['ZrNiAl'], ['TiNiSi']]"
1113,TaRhP,['Pnma'],1,0,[['sd_0538750.cif']],[['TiNiSi']]
1114,NdCoGa,['Pnma'],1,0,[['sd_1007318.cif']],[['HoNiGa']]
1115,YRhSi,['Pnma'],2,0,[['sd_0535260.cif']],[['TiNiSi']]
1116,RbAuSe,['Cmcm'],2,0,[['sd_1002506.cif']],[['KAuS']]
1117,GdPtSi,['I41md'],1,0,[['sd_1000311.cif']],[['LaPtSi']]
1118,SrAuBi,['P63/mmc'],1,3,[['sd_0459423.cif']],[['BeZrSi']]
1119,SrAgP,['P63/mmc'],1,3,[['sd_1713863.cif']],[['BeZrSi']]
1120,SmNiP,['P63/mmc'],1,3,[['sd_0544466.cif']],[['YPtAs']]
1121,GeAsSe,['Pnna'],1,0,[['sd_0461802.cif']],[['GeAsSe']]
1122,MoAlGe,['P6222'],1,3,[['sd_0540166.cif']],[['CrSi2']]
1123,TbNiBi,['F-43m'],1,0,[['sd_1410322.cif']],[['MgAgAs']]
1124,DyPdIn,['P-62m'],2,3,[['sd_1020770.cif']],[['ZrNiAl']]
1125,CePS,['Pnma'],1,0,[['sd_0536966.cif']],[['GdPS']]
1126,HoRhAl,['Pnma'],1,0,[['sd_1406232.cif']],[['TiNiSi']]
1127,LaRhAl,['Pnma'],2,0,[['sd_1605797.cif']],[['LaNiAl']]
1128,CeNiGe,['Pnma'],3,0,"[['sd_1820668.cif', 'sd_1024339.cif', 'sd_1008246.cif']]",[['HoNiGa']]
1129,TbPdBi,['F-43m'],1,0,[['sd_1410336.cif']],[['MgAgAs']]
1130,BaAgSn,['Imma'],1,3,[['sd_1616264.cif']],[['KHg2']]
1131,YbPtGe,['Pnma'],4,0,"[['sd_1008201.cif', 'sd_1926710.cif']]",[['TiNiSi']]
1132,RuSbAs,['Pnnm'],1,3,[['sd_1235138.cif']],[['FeS2']]
1133,TbSBr,['P121/c1'],1,0,[['sd_1900751.cif']],[['NdSBr']]
1134,CaAgSn,['P3m1'],1,3,[['sd_1616270.cif']],[['LiCaSn']]
1135,ThNiGa,['P-62m'],2,3,[['sd_1010472.cif']],[['ZrNiAl']]
1136,EuNiGe,['P121/c1'],3,0,[['sd_1803264.cif']],[['EuNiGe']]
1137,FeCoSi,['Pnma'],1,0,[['sd_1002704.cif']],[['TiNiSi']]
1138,TbNiGa,['Pnma'],2,0,[['sd_1233575.cif']],[['HoNiGa']]
1139,NbMnP,['Pnma'],1,0,[['sd_0544843.cif']],[['TiNiSi']]
1140,MgCuPb,['F-43m'],1,0,[['sd_1212544.cif']],[['MgAgAs']]
1141,LuSBr,['Pmmn'],2,0,[['sd_0307274.cif']],[['FeClO']]
1142,GdGaI,['P-3m1'],1,3,[['sd_1623208.cif']],[['CeSiI']]
1143,LiMgSb,['F-43m'],1,0,[['sd_0540402.cif']],[['MgAgAs']]
1144,DyPtSb,['F-43m'],1,0,[['sd_1011963.cif']],[['MgAgAs']]
1145,TbCoSn,['Pnma'],4,0,"[['sd_1939649.cif', 'sd_1227916.cif']]",[['TiNiSi']]
1146,TaFeGa,['P63/mmc'],1,3,[['sd_1007866.cif']],[['MgZn2']]
1147,CePdAs,['P63/mmc'],2,3,"[['sd_0300240.cif', 'sd_0303784.cif']]",[['BeZrSi']]
1148,GdPtBi,['F-43m'],1,0,[['sd_1011962.cif']],[['MgAgAs']]
1149,AuGeAs,['C12/c1'],1,3,[['sd_1926032.cif']],[['PdP2']]
1150,NpNiSn,['Pnma'],1,0,[['sd_1804287.cif']],[['TiNiSi']]
1151,GdSI,['P-6'],1,3,[['sd_0307261.cif']],[['GdSI']]
1152,ZrRhBi,['F-43m'],1,0,[['sd_1013608.cif']],[['MgAgAs']]
1153,HfCrP,['Pnma'],1,0,[['sd_1612995.cif']],[['TiNiSi']]
1154,ThRhAl,['P-62m'],2,3,[['sd_1010467.cif']],[['ZrNiAl']]
1155,YbRhGe,['Pnma'],1,0,[['sd_1400497.cif']],[['TiNiSi']]
1156,CaAgPb,['P3m1'],1,3,[['sd_1616259.cif']],[['LiCaSn']]
1157,ThRhGa,['P-62m'],1,3,[['sd_1010473.cif']],[['ZrNiAl']]
