,Unnamed: 0,Composition,Type,Experimental Structure,EP 1 element,EP 1 Ehull (eV/atom),EP 1 band gap (eV),EP 1 Entry id,EP 2 element,EP 2 Ehull (eV/atom),EP 2 band gap (eV),EP 2 Entry id,EP 3 element,EP 3 Ehull (eV/atom),EP 3 band gap (eV),EP 3 Entry id
841,16,GdPtAs,III_IV,OTHER,Gd,0.732,,981027,As,0.34,0,581920,Pt,0.111,0,568641
842,17,ZrCoGe,III_IV,MgSrSi (Pnma),Zr,0.943,0,988764,Co,0.183,0,861658,Ge,0.582,0,868147
843,18,MnCoAs,III_IV,MgSrSi (Pnma),Mn,0.324,0,904025,Co,0.069,0,859708,As,0.247,0,828368
844,19,GdCoSn,III_IV,MgSrSi (Pnma),Gd,0.992,,980473,Co,0.177,0,861187,Sn,0.608,0,924940
845,20,YbGaSi,III_IV,OTHER,Yb,0.687,0,828830,Ga,0.31,0,953022,Si,0.314,0,579566
846,21,ReTeS,III_IV,OTHER,Re,0.717,0,1726773,Te,1.751,0,1726496,S,1.786,0,1726219
847,22,CaNiIn,III_IV,MgSrSi (Pnma),Ca,0.822,0,878347,In,0.561,0,887581,Ni,0.186,0,960268
848,23,GdNiGa,III_IV,OTHER,Gd,0.854,0,980899,Ga,0.551,,951766,Ni,0.219,,961177
849,24,HoAlSi,III_IV,OTHER,Ho,0.754,0,891322,Al,0.652,,943467,Si,0.428,0,580274
850,0,SmCuCd,III_IV,MoNiP (P-62m),Sm,0.599,0,578280,Cd,0.478,0,986675,Cu,0.152,0,851559
851,1,ZrCrAl,III_IV,OTHER,Zr,1.114,0,987579,Al,0.805,0,942822,Cr,0.723,0,835778
852,2,PrAuIn,III_IV,MoNiP (P-62m),Pr,0.571,0,836496,In,0.452,0,887649,Au,0.101,,946251
853,3,NdPtAl,III_IV,MgSrSi (Pnma),Nd,1.015,0,968071,Al,0.678,,941639,Pt,0.31,0,566149
854,4,TmPtAl,III_IV,MgSrSi (Pnma),Tm,1.002,0,870937,Al,0.704,,941393,Pt,0.272,0,568089
855,5,MnPdSb,I_II,Half Heusler (F-43m),Mn,0.199,0,902788,Sb,0.234,0,915867,Pd,0.024,0,898778
856,6,YbPtGa,III_IV,MgSrSi (Pnma),Yb,0.814,0,829877,Ga,0.445,0,952828,Pt,0.223,0,566787
857,7,CeCoNi,III_IV,OTHER,Ce,1.002,,920652,Co,0.54,0,859395,Ni,0.545,,959575
858,8,DyZnSi,III_IV,OTHER,Dy,0.68,0,927350,Zn,0.363,,913422,Si,0.334,0,579581
859,9,YAlSi,III_IV,OTHER,Y,0.777,0,858094,Al,0.654,0,942678,Si,0.438,0,580374
860,10,CaPtGe,III_IV,MgSrSi (Pnma),Ca,0.972,0,877858,Ge,0.479,0,867006,Pt,0.322,0,567829
861,11,DyNiSb,I_II,Half Heusler (F-43m),Dy,0.894,0,928046,Ni,0,0.401,959747,Sb,0.593,0.39,917900
862,12,USiSe,III_IV,OTHER,U,0.662,0.344,1726709,Si,1.002,0,1726155,Se,0.858,0.35,1726432
863,13,CeZnTl,III_IV,AsHgK (P63/mmc),Ce,0.454,0,921888,Tl,0.236,0.308,575113,Zn,0.054,,913051
864,14,YPtP,III_IV,OTHER,Y,0.905,0,1726731,P,0.373,0,1726454,Pt,0.311,0,1726177
865,15,SrPtAs,III_IV,AsHgK (P63/mmc),Sr,1.165,0,975915,As,0.563,0,581779,Pt,0.482,0,567893
866,16,DyScSb,III_IV,OTHER,Dy,0.99,,926940,Sc,0.86,0,564430,Sb,0.359,0,916448
867,17,OsPSe,III_IV,OTHER,P,1.181,0,1726298,Os,0.418,0,1726852,Se,1.518,0,1726575
868,18,SrAgP,III_IV,AsHgK (P63/mmc),Sr,0.806,0,1726843,Ag,0.337,0.313,1726289,P,0.161,0.785,1726566
869,19,SmFeCo,III_IV,OTHER,Sm,1.197,0,576964,Fe,0.551,,957162,Co,0.451,0,860058
870,20,HoFeCo,III_IV,OTHER,Ho,1.176,0,890486,Fe,0.547,,956865,Co,0.433,0,860614
871,21,TiTeSe,III_IV,OTHER,Ti,0.449,0,1726921,Te,1.126,0,1726644,Se,1.06,0,1726367
872,22,TbPdGa,III_IV,MgSrSi (Pnma),Tb,0.732,0,966097,Ga,0.455,,953432,Pd,0.234,,898999
873,23,SmCuIn,III_IV,MoNiP (P-62m),Sm,0.693,0,578577,In,0.52,0,889548,Cu,0.095,0,851542
874,0,WNiCu,III_IV,phase_separating,Cu,0.883,0,853095,Ni,0.614,0,959638,W,1.007,0,971043
875,1,IrPdPt,III_IV,phase_separating,Ir,0.591,0,894760,Pd,0.761,0,898312,Pt,0.623,0,567174
876,2,CeLuGe,III_IV,phase_separating,Ce,1.004,,921229,Lu,0.939,,907036,Ge,0.196,0,867914
877,3,TiTaNi,III_IV,phase_separating,Ta,1.073,0,961498,Ti,1.201,0,992944,Ni,0.477,0,959941
878,4,CdHgSn,III_IV,phase_separating,Cd,0.086,0,986349,Sn,0.062,0,925139,Hg,0.066,0,945427
879,5,CoGaAs,III_IV,phase_separating,Ga,0.712,0,952580,Co,0.105,0,861533,As,0.617,0,582467
880,6,UReB,III_IV,phase_separating,U,1.7,0,874778,Re,1.3,0,974188,B,0.691,0,909253
881,7,GdReB,III_IV,phase_separating,Gd,2.453,0,979571,Re,1.703,,972649,B,0.815,0,908671
882,8,UZrNb,III_IV,phase_separating,Zr,1.008,,987326,U,1.185,0,875374,Nb,0.763,0,918937
883,9,LaMnNi,III_IV,phase_separating,La,1.046,0,832686,Mn,0.604,0,904189,Ni,0.387,0,960399
884,10,ZnCdTe,III_IV,phase_separating,Zn,0.347,0.437,914918,Cd,0.367,0.316,984483,Te,0.402,0,845873
885,11,CdSiTe,III_IV,phase_separating,Cd,0.82,0,985396,Si,0.695,0,580947,Te,0.855,0,844675
886,12,NdFeB,III_IV,phase_separating,Nd,1.792,0,967277,Fe,1.177,0,957314,B,0.802,,910003
887,13,LaMnB,III_IV,phase_separating,La,1.68,0,833110,Mn,1.135,0,903712,B,0.776,0,909269
888,14,LaAgSi,III_IV,phase_separating,La,0.751,0,832687,Si,0.176,0.775,579417,Ag,0.252,0,936061
889,15,ZrFeGa,III_IV,phase_separating,Zr,0.985,0,988403,Ga,0.542,0,952917,Fe,0.397,0,956752
890,16,ScHfGe,III_IV,phase_separating,Hf,1.189,0,864124,Sc,1.27,0,564473,Ge,0.381,0,869094
891,17,GeAsTe,III_IV,phase_separating,Ge,0.474,0,868388,Te,0.608,0,845960,As,0.454,0,582436
892,18,LaMnCo,III_IV,phase_separating,La,1.083,0,833478,Mn,0.613,0,903011,Co,0.373,0,860709
893,19,CdGeSb,III_IV,phase_separating,Cd,0.286,0,985925,Ge,0.251,0,868602,Sb,0.293,0,916851
894,20,RuSiGe,III_IV,phase_separating,Si,0.662,0,579711,Ge,0.899,0,868132,Ru,0.346,0,934217
895,21,NiBiTe,III_IV,phase_separating,Ni,0.176,0,959879,Bi,0.813,0,977048,Te,0.793,0,846110
896,22,LaBiTe,III_IV,phase_separating,La,0.579,0,832074,Bi,0.795,0,977617,Te,0.625,0,845037
897,23,LiMnSi,III_IV,phase_separating,Li,0.666,0,880025,Mn,0.559,0,905026,Si,0.429,0,579853
898,24,AgBiTe,III_IV,phase_separating,Ag,0.234,0,936867,Bi,0.389,0,978780,Te,0.408,0,844651
899,0,PrLiGe,III_IV,MoNiP (P-62m),Li,0.218,0,880207,Pr,0.625,0,837344,Ge,0.132,0.602,867091
900,1,TmNiIn,III_IV,MoNiP (P-62m),Tm,0.843,0,870669,In,0.704,0,888439,Ni,0.153,,959077
901,2,ZrNbP,III_IV,MgSrSi (Pnma),Zr,1.711,0,1726874,Nb,1.496,0,1726320,P,0.543,0,1726597
902,3,ErFeGa,III_IV,OTHER,Er,1.118,0,873382,Ga,0.574,,951435,Fe,0.471,0,958225
903,4,ErCoSn,III_IV,MgSrSi (Pnma),Er,0.942,0,873117,Co,0.135,0,860337,Sn,0.591,0,925302
904,5,NdRuCo,III_IV,OTHER,Nd,1.202,,968817,Co,0.524,0,859753,Ru,0.626,0,933683
905,6,GdNiBi,I_II,Half Heusler (F-43m),Gd,0.831,,981584,Ni,0,0.372,960475,Bi,0.606,,977338
906,7,DyPtGa,III_IV,MgSrSi (Pnma),Dy,0.777,0,927005,Ga,0.52,,952058,Pt,0.23,0,566506
907,8,TmMgSn,III_IV,OTHER,Tm,0.514,0,871384,Mg,0.459,0,841328,Sn,0.254,0,924135
908,9,ScCuAl,III_IV,OTHER,Sc,0.836,0,564360,Al,0.572,0,942611,Cu,0.212,0,853294
909,10,BaPdSi,III_IV,OTHER,Ba,1.377,0,865685,Si,0.854,0,579274,Pd,0.726,0,897573
910,11,CaGaGe,III_IV,OTHER,Ca,0.586,0,877134,Ga,0.289,0,952906,Ge,0.253,0,868177
911,12,BaHgSn,III_IV,AsHgK (P63/mmc),Ba,0.533,0,866211,Sn,0.198,0.239,923317,Hg,0.11,0,944738
912,13,BaCdGe,III_IV,AsHgK (P63/mmc),Ba,0.677,0,865728,Cd,0.28,0,985014,Ge,0.125,0,867268
913,14,CrCoGe,III_IV,OTHER,Cr,0.469,0,835400,Co,0.122,0,861363,Ge,0.404,0,867077
914,15,TiTeS,III_IV,OTHER,Ti,0.576,0,1726893,Te,1.247,0,1726616,S,1.076,0,1726339
915,16,NbRuSi,III_IV,OTHER,Nb,0.859,0,919266,Si,0.639,0,580525,Ru,0.362,0,934961
916,17,ErNiP,III_IV,OTHER,Er,1.061,0,1726820,Ni,0.259,0.725,1726266,P,0.458,0.281,1726543
917,18,LiSrSb,III_IV,MgSrSi (Pnma),Sr,0.589,0.961,975434,Li,0.167,0.938,879847,Sb,0.157,1.871,917197
918,19,ErCuSn,III_IV,AsHgK (P63/mmc),Er,0.72,0,873535,Cu,0.001,0,852680,Sn,0.404,0.537,924226
919,20,TbNiSb,I_II,Half Heusler (F-43m),Tb,0.906,0,966385,Ni,0,0.507,961139,Sb,0.591,0.377,917366
920,21,ZrMnAl,III_IV,OTHER,Zr,1.096,0,987684,Mn,0.604,0,904789,Al,0.683,0,942506
921,22,HoFeCu,III_IV,OTHER,Ho,1.061,0,892297,Fe,0.634,,956913,Cu,0.526,0,852955
922,23,SrAuBi,III_IV,AsHgK (P63/mmc),Sr,0.589,0,976347,Bi,0.261,0.292,978306,Au,0.022,0,946660
923,0,HfNiAs,III_IV,OTHER,Hf,0.589,0,861871,Ni,0.193,0,959741,As,0.506,0,582092
924,1,DyIrAl,III_IV,MgSrSi (Pnma),Dy,1.193,0,926954,Al,0.745,,942793,Ir,0.302,0,894515
925,2,SrAuAs,III_IV,AsHgK (P63/mmc),Sr,0.777,0,974377,As,0.26,0.296,582991,Au,0.273,0,947862
926,3,CeRhSi,III_IV,OTHER,Ce,1.297,0,923080,Si,0.709,0,578970,Rh,0.512,0,885929
927,4,YSnGe,III_IV,OTHER,Y,0.509,0,857968,Sn,0.597,0,923272,Ge,0.408,0,867994
928,5,YbGaSn,III_IV,OTHER,Yb,0.466,0,830008,Ga,0.145,0,952537,Sn,0.292,0,923759
929,6,NdRhSb,III_IV,MgSrSi (Pnma),Nd,0.972,,966983,Sb,0.579,0,915548,Rh,0.122,0,885454
930,7,GdIrAl,III_IV,MgSrSi (Pnma),Gd,1.206,0,980639,Al,0.742,,941973,Ir,0.314,0,894722
931,8,ZrFeAs,III_IV,OTHER,Zr,0.887,0,988940,Fe,0.236,0,956618,As,0.528,0,583174
932,9,GdRhAl,III_IV,MgSrSi (Pnma),Gd,1.125,0,979408,Al,0.721,,942941,Rh,0.288,0,887056
933,10,LaPdPb,III_IV,MoNiP (P-62m),La,0.721,0,831465,Pd,0.084,0,899763,Pb,0.519,0,929418
934,11,HoPdBi,I_II,Half Heusler (F-43m),Ho,0.63,0,890363,Bi,0.44,,979278,Pd,0,0,899351
935,12,CrCoAl,I_II,Half Heusler (F-43m),Al,0.91,0,941201,Cr,0.852,0.184,834681,Co,0.437,0,859770
936,13,NbCoB,III_IV,OTHER,Nb,1.283,0,918059,Co,0.723,0,859257,B,0.423,0,909824
937,14,VCoAs,III_IV,MgSrSi (Pnma),V,0.445,0,840125,Co,0.074,0,859602,As,0.391,0,582420
938,15,PrAlSi,III_IV,OTHER,Pr,0.888,0,837645,Al,0.662,,942934,Si,0.487,0,579185
939,16,ErNiBi,I_II,Half Heusler (F-43m),Er,0.8,0,874218,Ni,0,0.268,959718,Bi,0.609,,978504
940,17,ErRhBi,III_IV,MoNiP (P-62m),Er,0.705,0,873921,Bi,0.538,0,977209,Rh,0,0,885585
941,18,SmNiGa,III_IV,OTHER,Sm,0.838,0,577918,Ga,0.539,,952915,Ni,0.208,,959733
942,19,ThIrGa,III_IV,MoNiP (P-62m),Th,0.969,0,911271,Ga,0.716,,952178,Ir,0.248,0,892824
943,20,SrAgSn,III_IV,OTHER,Sr,0.698,0,975499,Ag,0.165,0,937393,Sn,0.351,0,924589
944,0,SrAuSb,III_IV,AsHgK (P63/mmc),Sr,0.717,0,975522,Sb,0.312,0.295,916959,Au,0.116,0,946297
945,1,TbZnSi,III_IV,OTHER,Tb,0.69,0,965691,Zn,0.364,,915038,Si,0.338,0,581275
946,2,NiTeSe,III_IV,OTHER,Ni,0.324,0,1726824,Te,0.872,0,1726547,Se,0.917,0,1726270
947,3,LiYSi,III_IV,MoNiP (P-62m),Li,0.268,0,881341,Y,0.673,0.611,859017,Si,0.17,0.799,580009
948,4,NbFeP,III_IV,MgSrSi (Pnma),Nb,1,0,1726832,Fe,0.214,0.698,1726278,P,0.616,0,1726555
949,5,ZrFeP,III_IV,MgSrSi (Pnma),Zr,1.169,0,1726861,Fe,0.449,0,1726307,P,0.596,0,1726584
950,6,ZrPdSb,III_IV,MgSrSi (Pnma),Zr,0.388,0,987139,Sb,0.407,0,916459,Pd,0.108,0,899589
951,7,NaAuTe,III_IV,AsHgK (P63/mmc),Na,0.472,0,570916,Te,0.132,0,846263,Au,0.036,0.232,948586
952,8,TiPdAs,III_IV,MoNiP (P-62m),Ti,0.267,0,993489,As,0.192,0,582318,Pd,0.251,0,898384
953,9,DyAuGe,III_IV,LiGaGe (P63mc),Dy,0.547,,926312,Ge,0.178,0.253,867478,Au,0.08,,946985
954,10,NbVNi,III_IV,OTHER,Nb,0.996,0,918880,V,0.977,0,841266,Ni,0.597,0,960804
955,11,RbLiSe,III_IV,OTHER,Rb,0.743,1.459,1726354,Li,0.297,2.882,1726908,Se,0.32,2.239,1726631
956,12,LuIrSi,III_IV,MgSrSi (Pnma),Lu,1.259,0,906972,Si,0.655,0,579774,Ir,0.461,0,894170
957,13,CoBiTe,III_IV,OTHER,Co,0.251,0,860190,Bi,1.03,0,976784,Te,0.996,0,844466
958,14,HoRuGe,III_IV,MgSrSi (Pnma),Ho,1.174,0,890677,Ge,0.561,0,868798,Ru,0.4,0,935853
959,15,YNiIn,III_IV,MoNiP (P-62m),Y,0.849,0,857897,In,0.691,0,889108,Ni,0.163,0,959341
960,16,YAuPb,I_II,Half Heusler (F-43m),Y,0.475,0,858761,Pb,0.352,0.374,928974,Au,0,0,946746
961,17,LuCoGe,III_IV,MgSrSi (Pnma),Lu,1.066,0,906962,Co,0.304,0,859881,Ge,0.523,0,869218
962,18,TbFeCu,III_IV,OTHER,Tb,1.138,0,966418,Fe,0.7,,956477,Cu,0.603,0,853910
963,19,ErAuIn,III_IV,MoNiP (P-62m),Er,0.57,0,872277,In,0.484,0,887917,Au,0.093,,946867
964,20,LuRhIn,III_IV,MgSrSi (Pnma),Lu,0.81,0,907015,In,0.693,0,888826,Rh,0.121,0,885966
965,21,MnIrSi,III_IV,MgSrSi (Pnma),Mn,0.395,0,904417,Si,0.191,0,580269,Ir,0.253,0,892808
966,22,ZrTiAs,III_IV,OTHER,Zr,1.267,0,987857,Ti,1.123,0,992399,As,0.458,0,582354
967,0,DyPtAl,III_IV,MgSrSi (Pnma),Dy,1.01,0,927174,Al,0.697,,941845,Pt,0.288,0,568215
968,1,TmCoSn,III_IV,MgSrSi (Pnma),Tm,0.935,0,870552,Co,0.129,0,859218,Sn,0.593,0,923576
969,2,ErCoGe,III_IV,MgSrSi (Pnma),Er,1.081,0,873740,Co,0.313,0,860282,Ge,0.515,0,869070
970,3,PtAsP,III_IV,OTHER,As,0.945,0,1726221,P,0.78,0.221,1726498,Pt,0.446,0,1726775
971,4,ErIrGe,III_IV,MgSrSi (Pnma),Er,1.025,0,872668,Ge,0.576,0,868438,Ir,0.326,0,893515
972,5,CaAgAs,III_IV,MoNiP (P-62m),Ca,0.598,0,878092,Ag,0.199,0.202,937949,As,0.086,0.405,582112
973,6,EuMgGe,III_IV,MgSrSi (Pnma),Eu,0.779,,938466,Mg,0.386,0,841840,Ge,0.085,0.963,869367
974,7,SmZnSi,III_IV,OTHER,Sm,0.715,0,578049,Zn,0.371,,915350,Si,0.352,0,579747
975,8,GdRuSi,III_IV,OTHER,Gd,1.459,,980607,Si,0.693,0,579785,Ru,0.557,0,934766
976,9,LaMgTl,III_IV,MoNiP (P-62m),La,0.547,0,831884,Mg,0.275,0,842259,Tl,0.135,0.258,574468
977,10,EuCuBi,III_IV,AsHgK (P63/mmc),Eu,0.706,,939796,Cu,0.007,0,852413,Bi,0.304,0.245,976933
978,11,TiAsTe,III_IV,OTHER,Ti,0.453,0,993631,Te,1.006,0,844714,As,0.917,0,581555
979,12,BaAgSb,III_IV,AsHgK (P63/mmc),Ba,0.78,0,866205,Ag,0.199,0.24,937510,Sb,0.287,0.72,916577
980,13,ScPtGe,III_IV,MgSrSi (Pnma),Sc,0.589,0,564338,Ge,0.293,0,868649,Pt,0.076,0,568494
981,14,LiIrB,III_IV,OTHER,Li,1.378,0,881916,B,0.263,0,910219,Ir,0.883,0,893016
982,15,CeRhIn,III_IV,MoNiP (P-62m),Ce,0.92,0,922364,In,0.702,0,887378,Rh,0.168,0,887191
983,16,NaMnP,III_IV,OTHER,Na,1.122,0,1726834,Mn,0.613,0,1726280,P,0.638,0,1726557
984,17,DyZnGa,III_IV,AsHgK (P63/mmc),Dy,0.638,0,926780,Zn,0.173,,913255,Ga,0.212,,951879
985,18,NdFeCu,III_IV,OTHER,Nd,1.128,0,968975,Fe,0.612,,957942,Cu,0.555,0,853772
986,19,TaCrP,III_IV,MgSrSi (Pnma),Ta,1.176,0,1726721,Cr,0.747,0,1726167,P,0.573,0,1726444
987,20,LaAuPb,III_IV,AsHgK (P63/mmc),La,0.531,0,833203,Pb,0.333,0,928752,Au,0,0,948330
988,21,YMnGe,III_IV,MgSrSi (Pnma),Y,1.025,0,858031,Mn,0.542,0,902825,Ge,0.412,0,867719
989,22,YAuSi,III_IV,LiGaGe (P63mc),Y,0.712,0,858487,Si,0.23,0.559,579679,Au,0.169,0.367,947789
990,23,SrCaPb,III_IV,MgSrSi (Pnma),Sr,0.594,0.281,976408,Ca,0.462,0.429,877089,Pb,0.088,0.731,930567
991,24,PrIrP,III_IV,OTHER,Pr,1.469,0,1726704,P,0.764,0,1726427,Ir,0.727,0,1726150
992,25,CeRhSn,III_IV,MoNiP (P-62m),Ce,1.021,,921179,Sn,0.715,0,923163,Rh,0.211,0,886875
993,0,ThPtGa,III_IV,MoNiP (P-62m),Th,0.77,0,911667,Ga,0.551,,953591,Pt,0.174,0,566518
994,1,NdNiGa,III_IV,OTHER,Nd,0.829,0,968116,Ga,0.533,,953561,Ni,0.206,,960071
995,2,PrNiBi,I_II,Half Heusler (F-43m),Pr,0.859,0,838441,Ni,0,0.509,960070,Bi,0.605,,978374
996,3,YPtBi,I_II,Half Heusler (F-43m),Y,0.688,0,859142,Bi,0.594,0,979293,Pt,0,0,566748
997,4,NdAsSe,III_IV,OTHER,Nd,0.689,0,1726803,As,0.819,0,1726249,Se,0.778,0,1726526
998,5,ZrFeSb,III_IV,MgSrSi (Pnma),Zr,0.749,0,987351,Fe,0.034,0,958372,Sb,0.635,0,917140
999,6,VNiAs,III_IV,MgSrSi (Pnma),V,0.383,0,838868,Ni,0.209,0,959293,As,0.233,0,582348
1000,7,HfNiAl,III_IV,MoNiP (P-62m),Hf,1.029,0,861802,Al,0.857,0,941620,Ni,0.236,0,959898
1001,8,NdRhAl,III_IV,MgSrSi (Pnma),Nd,1.138,0,966626,Al,0.713,,941107,Rh,0.305,0,884781
1002,9,ZrCoAs,III_IV,OTHER,Zr,0.853,0,988376,Co,0.019,1.311,859488,As,0.588,0,582754
1003,10,TbIrAl,III_IV,MgSrSi (Pnma),Tb,1.167,0,965301,Al,0.711,,942102,Ir,0.275,0,893695
1004,11,NbFeGe,III_IV,OTHER,Nb,0.765,0,919601,Fe,0.11,0,956688,Ge,0.548,0,869098
1005,12,SmIrGe,III_IV,MgSrSi (Pnma),Sm,1.095,0,577048,Ge,0.608,0,869022,Ir,0.364,0,894501
1006,13,TaOsB,III_IV,OTHER,Ta,1.489,0,961509,B,0.643,0,910002,Os,1.228,0,572484
1007,14,LaScSi,III_IV,OTHER,La,1.097,0,831686,Sc,0.76,0,563749,Si,0.204,0,579313
1008,15,PrIrAl,III_IV,MgSrSi (Pnma),Pr,1.235,0,837500,Al,0.74,0,943217,Ir,0.349,0,892714
1009,16,HfFeAs,III_IV,OTHER,Hf,0.865,0,863698,Fe,0.23,0,957181,As,0.576,0,583337
1010,17,URuSi,III_IV,OTHER,U,1.134,0,875814,Si,0.73,0,580337,Ru,0.445,0,934767
1011,18,DyRhSb,III_IV,MgSrSi (Pnma),Dy,0.856,,926092,Sb,0.526,0,915674,Rh,0.058,0,885615
1012,19,NdPdPb,III_IV,MoNiP (P-62m),Nd,0.677,0,966928,Pd,0.067,,899435,Pb,0.491,,928736
1013,20,ErPdPb,III_IV,MoNiP (P-62m),Er,0.596,0,872356,Pd,0.033,,898758,Pb,0.467,,929421
1014,21,DyPdPb,III_IV,MoNiP (P-62m),Dy,0.618,,926033,Pd,0.042,,898631,Pb,0.472,,928370
1015,22,ErIrSb,III_IV,MgSrSi (Pnma),Er,0.852,0,872631,Sb,0.607,0,917007,Ir,0.039,0,892474
1016,23,SmPdBi,I_II,Half Heusler (F-43m),Sm,0.69,0,576840,Bi,0.432,,978024,Pd,0,0.374,898859
1017,0,ErPdSb,I_II,Half Heusler (F-43m),Er,0.68,0,872117,Sb,0.401,0.503,916647,Pd,0,0.38,897584
1018,1,LaMgRh,III_IV,OTHER,La,0.932,0,833407,Mg,0.722,0,842811,Rh,0.176,0,885433
1019,2,UPtSi,III_IV,OTHER,U,0.83,0,876423,Si,0.503,0,580919,Pt,0.299,0,567587
1020,3,DyPtIn,III_IV,MoNiP (P-62m),Dy,0.75,,926697,In,0.691,0,888165,Pt,0.14,0,566563
1021,4,MgPtSb,I_II,Half Heusler (F-43m),Mg,0.546,0,842283,Sb,0.436,0,917454,Pt,0,0,828027
1022,5,YbAgSb,III_IV,MgSrSi (Pnma),Yb,0.539,0,830424,Ag,0.038,0.21,935935,Sb,0.151,0.934,915974
1023,6,YZnSi,III_IV,OTHER,Y,0.691,0,858339,Zn,0.376,0,914566,Si,0.339,0,581154
1024,7,HfRhSb,I_II,Half Heusler (F-43m),Hf,0.759,0,862194,Sb,0.784,0,915973,Rh,0,1.357,885549
1025,8,PrNiAl,III_IV,MoNiP (P-62m),Pr,0.991,0,836244,Al,0.696,0,942590,Ni,0.246,0,959163
1026,9,EuHgPb,III_IV,LiGaGe (P63mc),Eu,0.375,0,940534,Hg,0.022,0,946017,Pb,0.139,0,928877
1027,10,DyCuGa,III_IV,OTHER,Dy,0.712,0,927313,Ga,0.398,,951969,Cu,0.165,0,851914
1028,11,GdCoIr,III_IV,OTHER,Gd,1.171,0,981049,Co,0.486,0,860177,Ir,0.597,0,894267
1029,12,EuPdCd,III_IV,MgSrSi (Pnma),Eu,0.615,,939244,Cd,0.401,,984619,Pd,0.123,,899232
1030,13,SrMgGe,III_IV,MgSrSi (Pnma),Sr,0.823,0,974250,Mg,0.394,0,843406,Ge,0.126,0.872,867124
1031,14,ErPdAs,III_IV,MgSrSi (Pnma),Er,0.635,0,873364,As,0.21,0,582681,Pd,0.094,0,897730
1032,15,HfSeS,III_IV,OTHER,Hf,0.411,0,1726905,Se,1.209,0,1726628,S,1.056,0,1726351
1033,16,NiZnSb,I_II,Half Heusler (F-43m),Zn,0.417,0,915266,Ni,0,0,958910,Sb,0.363,0,915945
1034,17,TmAlSi,III_IV,OTHER,Tm,0.741,0,870863,Al,0.669,,943427,Si,0.437,0,580861
1035,18,SrPtSn,III_IV,MgSrSi (Pnma),Sr,1.024,0,975790,Sn,0.645,0,923416,Pt,0.259,0,567655
1036,19,YbAuSb,III_IV,LiGaGe (P63mc),Yb,0.561,0,829820,Sb,0.247,0.208,916356,Au,0,0,946159
1037,20,NdZnTl,III_IV,AsHgK (P63/mmc),Nd,0.463,0,967889,Tl,0.236,0.345,574391,Zn,0.061,,912878
1038,21,EuGaGe,III_IV,OTHER,Eu,0.642,0,938479,Ga,0.285,0,951742,Ge,0.275,0,868032
1039,22,PrNiZn,III_IV,MoNiP (P-62m),Pr,0.721,0,836714,Zn,0.463,,914475,Ni,0.175,0,960604
1040,23,ScAuSn,I_II,Half Heusler (F-43m),Sc,0.459,0,564964,Sn,0.342,0.426,925542,Au,0,0,946406
1041,24,DyTiGe,III_IV,OTHER,Dy,1.189,0,926968,Ti,0.905,0,992994,Ge,0.392,0,867384
1042,25,ZrCrNi,III_IV,OTHER,Zr,1.034,0,988844,Cr,0.904,0,834878,Ni,0.553,0,960718
1043,0,TiFeCo,III_IV,phase_separating,Ti,0.805,0,992720,Fe,0.573,0,958438,Co,0.476,0,860025
1044,1,AuBiSb,III_IV,phase_separating,Bi,0.298,0,978073,Sb,0.258,0,917556,Au,0.057,0,948109
1045,2,ZrZnSi,III_IV,phase_separating,Zr,0.716,0,988698,Zn,0.658,0,915322,Si,0.463,0,580289
1046,3,TiRuIr,III_IV,phase_separating,Ti,0.656,0,993288,Ir,0.733,0,892724,Ru,0.762,0,934535
1047,4,AgSbTe,III_IV,phase_separating,Ag,0.235,0,936700,Sb,0.39,0,917435,Te,0.426,0,845763
1048,5,LuCoB,III_IV,phase_separating,Lu,1.561,0,905279,Co,0.877,0,860090,B,0.562,0,910116
1049,6,TiTaAl,III_IV,phase_separating,Ta,1.095,0,962927,Ti,1.11,0,993402,Al,0.721,0,942045
1050,7,CrMoW,III_IV,phase_separating,Cr,0.785,0,835698,Mo,1.103,0,882772,W,1.044,0,971049
1051,8,TiNbGe,III_IV,phase_separating,Ti,1.081,0,992466,Nb,1.076,0,919313,Ge,0.429,0,868694
1052,9,PrFeSb,III_IV,phase_separating,Pr,1.223,0,836545,Fe,0.508,0,957566,Sb,0.773,0,917561
1053,10,NdCrB,III_IV,phase_separating,Nd,1.748,0,968722,Cr,1.392,0,834618,B,0.872,0,908839
1054,11,TaReB,III_IV,phase_separating,Ta,1.844,0,961675,Re,1.632,0,972908,B,0.698,0,909750
1055,12,NiCdTe,III_IV,phase_separating,Cd,0.741,0,984717,Ni,0.183,0,960929,Te,0.608,0,845824
1056,13,HoVB,III_IV,phase_separating,Ho,1.921,0,891144,V,1.597,0,839612,B,0.796,,908038
1057,14,DyBiTe,III_IV,phase_separating,Dy,0.479,,926645,Bi,0.872,,978813,Te,0.691,0,845167
1058,15,AgCdTe,III_IV,phase_separating,Cd,0.376,0,986451,Ag,0.258,0,937917,Te,0.364,0,846275
1059,16,BeTiV,III_IV,phase_separating,Ti,1.069,0,992785,Be,0.479,0,932841,V,0.982,0,839408
1060,17,CoSiGe,III_IV,phase_separating,Co,0.159,0,860089,Si,0.668,0,580667,Ge,0.838,0,868658
1061,18,YAlSb,III_IV,phase_separating,Y,0.674,0,857264,Al,0.668,0,941963,Sb,0.735,0,916897
